RI209227420190202Q 000000000000RESE                          02799511204983190202 0000005 0001500001218400 0000000000000000000000 00006092000 N                     
RI209227420190202Q 000000000000RESE                          03199520370890090202 0000001 0001500001218400 0000000000000000000000 00001218400 N                     
RI209227420190202Q 000000000000RESE                          03499511205064290202 0000002 0001500001218400 0000000000000000000000 00002436800 N                     
RI209227420190202Q 000000000000RESE                          04188311206044190202 0000008 0001200000974700 0000000000000000000000 00007797600 N                     
RI209227420190202Q 000000000000RESE                          04299711248830090202 0000002 0001500001218400 0000000000000000000000 00002436800 N                     
RI209227420190202Q 000000000000RESE                          04699715910420290202 0000001 0001500001218400 0000000000000000000000 00001218400 N                     
RI209227420190202Q 000000000000RESE                          04796000252150190202 0000002 0002500002030700 0000000000000000000000 00004061400 N                     
RI209227420190202Q 000000000000RESE                          05493515941320390202 0000004 0001000000812300 0000000000000000000000 00003249200 N                     
RI209227420190202Q 000000000000RESE                          06099503917864290202 0000002 0002000001624600 0000000000000000000000 00003249200 N                     
RI209227420190202Q 000000000000RESE                          06299511221765490202 0000001 0001500001218400 0000000000000000000000 00001218400 N                     
RI209227420190202Q 000000000000RESE                          06698700414440190202 0000001 0001500001214700 0000000000000000000000 00001214700 N                     
RI209227420190202Q 000000000000RESE                          06799781141230090202 0000003 0001300001056000 0000000000000000000000 00003168000 N                     
RI209227420190202P 000000000000RESE                          10999520380633790001 0000002 0000500000402400 0000000000000000000000 00000804800 N                     
RI209227420190202P 000000000000RESE                          12199515911230090005 0000001 0000500000402400 0000000000000000000000 00000402400 N                     
TR209227420190202Q 0000000000                    0000032 00003736 00000000 00000000 00000000 0000000000000000000                              
TR209227420190202P 0000000000                    0000003 00000121 00000000 00000000 00000000 0000000000000000000                              
