00451030020600070 00001
00451030020620075 00001
00451030020770070 00001
00451030020890286 00000
00451030020900026 00001
00451030021050075 00001
00451030021240225 00001
00451030021260026 00002
00451030021260286 00001
00451030021350070 00001
00451030021400070 00001
00451030021410026 00001
00451030021520026 00001
00451030021520050 00001
00451030021520291 00001
00451030021660050 00001
00451030021790026 00001
00451030021840286 00001
00451030022230070 00001
00451030022250026 00002
00451030022260026 00001
00451030022400070 00001
00451030022500050 00001
00451030022590070 00002
00451030022670026 00001
00451030022690070 00002
00451030022820026 00002
00451030022940070 00001
00451030022980286 00001
00451030023040050 00001
00451030023060070 00001
00451030023140026 00001
00451030023140070 00001
00451030023420050 00002
00451030023420070 00001
00451030023420286 00001
00451030023580026 00001
00451030023600225 00001
00451030023940050 00001
00451030023940286 00001
00451030024240070 00002
00451030024290070 00001
00451030024290286 00001
00451030024460026 00001
00451030024500070 00001
00451030024570026 00002
00451030024860026 00001
00451030024860070 00001
00451030024860225 00001
00451030025090026 00001
00451030025150026 00001
00451030025150075 00001
00451030025160070 00001
00451030025200286 00001
00451030025550070 00002
00451030025580070 00002
00451030025870050 00002
00451030025920029 00001
00451030026360070 00001
00451030026410070 00001
00451030026520026 00001
00451030026600026 00001
00451030026600075 00001
00451030026690070 00002
00451030026920026 00002
00451030026970070 00001
00451030027180050 00001
00451030027180075 00001
00451030027250026 00002
00451030027250286 00001
00451030027310026 00001
00451030027340070 00001
00451030027360070 00001
00451030027370070 00001
00451030027450026 00001
00451030027700070 00001
00451030027730070 00001
00451030027800070 00001
00451030027830026 00001
00451030027830070 00003
00451030027940286 00001
00451030028170075 00001
00451030028260070 00001
00451030028260075 00001
00451030028300070 00001
00451030028570286 00001
00451030029240070 00001
00451030029470286 00003
00451030029610070 00003
00451030029720286 00002
00451030030000070 00001
00451030030100026 00002
00451030030190050 00001
00451030030190070 00001
00451030030270026 00001
00451030030270029 00001
00451030030270070 00001
00451030030400026 00002
00451030031010075 00001
00451030031090286 00001
00451030031160070 00001
00451030031200070 00001
00451030031300075 00001
00451030031710075 00001
00451030031820070 00001
00451030031880070 00001
00451030031880286 00002
00451030031920070 00001
00451030032150026 00001
00451030032340029 00002
00451030032340070 00001
00451030032730075 00001
00451030032920070 00001
00451030033110026 00001
00451030033340026 00001
00451030033340286 00002
00451030033410026 00002
00451030033440291 00001
00451030033470291 00001
00451030033610070 00001
00451030033610286 00001
00451030033740026 00002
00451030033760075 00001
00451030033970286 00001
00451030034340026 00002
00451030034340075 00002
00451030034600075 00002
00451030034610029 00001
00451030034770286 00001
00451030034860026 00001
00451030034960225 00001
00451030035030070 00001
00451030035160026 00002
00451030035160050 00002
00451030035160070 00002
00451030035160286 00002
00451030036640026 00003
00451030036920026 00001
00451030037020050 00001
00451030037020291 00001
00451030037520050 00001
00451030037680070 00001
00451030037740075 00001
00451030037940075 00001
00451030038270070 00001
00451030038660026 00003
00451030038820070 00001
00451030039130070 00001
00451030039340286 00001
00451030039650026 00002
00451030039650286 00004
00451030040140286 00001
00451030040580050 00001
00451030040630026 00001
00451030040910026 00001
00451030041110070 00001
00451030041360070 00003
00451030041390070 00001
00451030041540075 00001
00451030041660286 00001
00451030041680070 00001
00451030041760070 00001
00451030042400225 00001
00451030042580026 00001
00451030042710073 00001
00451030043210286 00001
00451030043320026 00001
00451030043320075 00001
00451030043550070 00001
00451030043750026 00001
00451030043750075 00001
00451030043770070 00001
00451030043860070 00001
00451030044400070 00001
00451030044830070 00001
00451030045030026 00003
00451030045090026 00001
00451030045270286 00001
00451030046060070 00001
00451030046150114 00000
00451030046340026 00001
00451030046880070 00001
00451030047130070 00002
00451030047140075 00001
00451030047450286 00001
00451030047670070 00001
00451030048580070 00001
00451030048730070 00001
00451030048800026 00001
00451030049180050 00001
00451030049840070 00002
00451030050000070 00002
00451030050120225 00001
00451030050160070 00001
00451030050160225 00001
00451030050200026 00001
00451030051200070 00001
00451030051340026 00001
00451030051340029 00001
00451030051360070 00001
00451030051960026 00001
00451030052290026 00001
00451030052370026 00001
00451030052460286 00001
00451030052580026 00001
00451030052750070 00001
00451030052910070 00002
00451030053440070 00001
00451030053570070 00002
00451030053780286 00001
00451030054500286 00001
00451030054640070 00001
00451030054870026 00001
00451030056100026 00001
00451030056110070 00001
00451030056160070 00001
00451030056630026 00001
00451030057180110 00001
00451030057250070 00002
00451030057390026 00001
00451030057670050 00003
00451030057760070 00001
00451030058250070 00001
00451030058280026 00001
00451030059030070 00001
00451030059100286 00001
00451030059150026 00001
00451030059150070 00004
00451030059290050 00001
00451030059290286 00001
00451030059960050 00001
00451030059960070 00001
00451030060040070 00001
00451030060160026 00002
00451030060480070 00001
00451030061070286 00001
00451030061800070 00001
00451030062020286 00003
00451030062840026 00001
00451030062930050 00001
00451030063310225 00001
00451030063360070 00001
00451030063470026 00001
00451030063650070 00001
00451030063810075 00001
00451030064040026 00001
00451030064230070 00001
00451030064470026 00001
00451030064650070 00002
00451030065010286 00002
00451030065080070 00003
00451030065120029 00001
00451030065120070 00001
00451030065280070 00001
00451030065280291 00001
00451030065320070 00001
00451030065320286 00001
00451030065400286 00001
00451030065670026 00001
00451030066350070 00001
00451030066420026 00001
00451030066420070 00001
00451030066690075 00001
00451030066970286 00001
00451030067260026 00001
00451030067270070 00001
00451030067530070 00001
00451030067630026 00001
00451030067750075 00001
00451030067800026 00001
00451030067840075 00001
00451030068780026 00003
00451030068870026 00001
00451030069090026 00003
00451030069090075 00001
00451030069280026 00001
00451030069550286 00001
00451030069580026 00002
00451030069700070 00001
00451030069700075 00001
00451030070020026 00001
00451030070020286 00002
00451030070180026 00001
00451030070940286 00001
00451030071160286 00001
00451030071840070 00005
00451030072150070 00001
00451030072320026 00001
00451030072420070 00001
00451030072490075 00001
00451030073250026 00001
00451030074030070 00001
00451030074180070 00001
00451030074650070 00001
00451030074720070 00001
00451030074960070 00001
00451030075120026 00001
00451030075160070 00001
00451030075340026 00001
00451030075940026 00001
00451030076090070 00002
00451030076090286 00001
00451030076370070 00001
00451030076510075 00001
00451030076600070 00001
00451030076680026 00001
00451030077120070 00004
00451030077490286 00001
00451030077670050 00001
00451030077670070 00001
00451030077840286 00002
00451030078350029 00001
00451030078350075 00002
00451030078540070 00001
00451030078730070 00001
00451030078980070 00001
00451030079280070 00001
00451030079540070 00001
00451030080470070 00001
00451030080500026 00001
00451030080550026 00002
00451030080640291 00001
00451030080850286 00001
00451030080870286 00001
00451030081450070 00001
00451030081670286 00001
00451030081750070 00001
00451030083450050 00001
00451030083560070 00001
00451030083710026 00002
00451030083710070 00001
00451030084020070 00001
00451030084070026 00001
00451030084070070 00001
00451030084070286 00001
00451030084310026 00001
00451030084860070 00001
00451030085240070 00001
00451030085240286 00001
00451030086170070 00003
00451030086420026 00001
00451030087140026 00001
00451030087470070 00001
00451030087500070 00002
00451030088000026 00001
00451030088360026 00001
00451030088460070 00002
00451030088710070 00001
00451030088720070 00001
00451030089190026 00001
00451030089440026 00001
00451030090020075 00001
00451030090050286 00001
00451030090430070 00001
00451030090850026 00001
00451030091440070 00001
00451030091740286 00001
00451030092040070 00002
00451030092330070 00001
00451030092330286 00001
00451030092430026 00001
00451030092700075 00002
00451030093590026 00001
00451030093990070 00001
00451030094140026 00001
00451030094390026 00001
00451030094780026 00001
00451030094830070 00002
00451030094920070 00001
00451030095110286 00001
00451030095990070 00002
00451030096050070 00001
00451030096210029 00001
00451030096520026 00001
00451030096600026 00001
00451030096940026 00003
00451030097670070 00002
00451030097750026 00001
00451030097990050 00001
00451030097990286 00001
00451030098480286 00002
00451030098550026 00001
00451030098740070 00001
00451030098760286 00001
00451030098790070 00001
00451030098800070 00001
00451030110030286 00001
00451030110380286 00001
00451030110480286 00001
00451030112240286 00001
00451030112340286 00001
00451030133550286 00001
VE0450027001999914201401171930         000000000000000000000888674 00000010000000                    
VE0450027001999915201401201151         000000000000000000000888674 00000010000000                    
VE0450027001999916201401201700         000000000000000000000888674 00000010000000                    
VE0450114001999928201402201740         000000000000000000000888674 00000010000000                    
VE0450114001999938201403051442         000000000000000000000888674 00000010000000                    
VE0450114001999949201411211514         000000000000000000000888674 00000010000000                    
VE0450027001999913201401171913         000000000000000000000888712 00000010000000                    
VE0450027001999919201401281123         000000000000000000000888712 00000010000000                    
VE0450114001999938201403051442         000000000000000000000889022 00000010000000                    
VE0450114001999948201411210958         000000000000000000000889022 00000020000000                    
VE0450114001999949201411211514         000000000000000000000889022 00000020000000                    
VE0450027001999920201401281154         000000000000000000000889343 00000010000000                    
VE0450114001999938201403051442         000000000000000000000889579 00000010000000                    
VE0450114001999939201403051442         000000000000000000000889579 00000010000000                    
VE0450114001999949201411211514         000000000000000000000889579 00000010000000                    
VE0450114001999928201402201740         000000000000000000000889590 00000010000000                    
VE0450114001999949201411211514         000000000000000000000889590 00000010000000                    
VE0450114001999938201403051442         000000000000000000000889783 00000010000000                    
VE0450114001999939201403051442         000000000000000000000889783 00000010000000                    
VE0450114001999949201411211514         000000000000000000000889783 00000040000000                    
VE0450114001999950201411211528         000000000000000000000889783 00000030000000                    
