RI209227520190203Q 000000000000RESE                          00385069060610090203 0000002 0004000003200000 0000000000000000000000 00006400000 N                     
RI209227520190203Q 000000000000RESE                          00685069012010090203 0000001 0003300002640000 0000000000000000000000 00002640000 N                     
RI209227520190203Q 000000000000RESE                          01509100000010090203 0000001 0001400001123400 0000000000000000000000 00001123400 N                     
RI209227520190203Q 000000000000RESE                          01699711206020090203 0000004 0001500001203600 0000000000000000000000 00004814400 N                     
RI209227520190203Q 000000000000RESE                          02099511204983190203 0000016 0001500001203600 0000000000000000000000 00019257601 N                     
RI209227520190203Q 000000000000RESE                          02391525313260890203 0000003 0001500001203600 0000000000000000000000 00003610800 N                     
RI209227520190203Q 000000000000RESE                          02499520370890090203 0000009 0001500001203600 0000000000000000000000 00010832400 N                     
RI209227520190203Q 000000000000RESE                          02599511205064290203 0000004 0001500001185100 0000000000000000000000 00004740400 N                     
RI209227520190203Q 000000000000RESE                          02688311206044490203 0000001 0001200000962900 0000000000000000000000 00000962900 N                     
RI209227520190203Q 000000000000RESE                          02888311206044690203 0000002 0001200000962900 0000000000000000000000 00001925800 N                     
RI209227520190203Q 000000000000RESE                          02988311206044890203 0000001 0001200000962900 0000000000000000000000 00000962900 N                     
RI209227520190203Q 000000000000RESE                          03288311206044190203 0000024 0001200000962900 0000000000000000000000 00023109600 N                     
RI209227520190203Q 000000000000RESE                          03399711248830090203 0000006 0001500001203600 0000000000000000000000 00007221601 N                     
RI209227520190203Q 000000000000RESE                          03699715910420290203 0000002 0001500001203600 0000000000000000000000 00002407200 N                     
RI209227520190203Q 000000000000RESE                          03796000252150190203 0000003 0001500001203600 0000000000000000000000 00003610800 N                     
RI209227520190203Q 000000000000RESE                          03893515929000190203 0000006 0001200000962900 0000000000000000000000 00005777400 N                     
RI209227520190203Q 000000000000RESE                          04093511206084090203 0000004 0001400001137200 0000000000000000000000 00004548800 N                     
RI209227520190203Q 000000000000RESE                          04190111296225490203 0000001 0001400001123400 0000000000000000000000 00001123400 N                     
RI209227520190203Q 000000000000RESE                          04293515941320390203 0000016 0001000000802400 0000000000000000000000 00012838400 N                     
RI209227520190203Q 000000000000RESE                          04493515921694690203 0000003 0001400001123400 0000000000000000000000 00003370200 N                     
RI209227520190203Q 000000000000RESE                          04685303901074190203 0000010 0001500001203600 0000000000000000000000 00012036000 N                     
RI209227520190203Q 000000000000RESE                          04899503917864290203 0000003 0002500002006000 0000000000000000000000 00006018000 N                     
RI209227520190203Q 000000000000RESE                          04991525313261490203 0000002 0001500001203600 0000000000000000000000 00002407200 N                     
RI209227520190203Q 000000000000RESE                          05099511221765490203 0000003 0001500001203600 0000000000000000000000 00003610800 N                     
RI209227520190203Q 000000000000RESE                          05293515928980290203 0000004 0001200000962900 0000000000000000000000 00003851600 N                     
RI209227520190203Q 000000000000RESE                          05398700414440190203 0000004 0001500001203600 0000000000000000000000 00004814400 N                     
RI209227520190203Q 000000000000RESE                          05499781141230090203 0000006 0001300001043100 0000000000000000000000 00006258600 N                     
RI209227520190202Q 000000000000RESE                          00585069060600090202 0000002 0003000002400000 0000000000000000000000 00004800000 N                     
RI209227520190202Q 000000000000RESE                          00699168000090090202 0000001 0004300003440000 0000000000000000000000 00003440000 N                     
RI209227520190202Q 000000000000RESE                          00985069012010090202 0000003 0003300002640000 0000000000000000000000 00007920000 N                     
RI209227520190202Q 000000000000RESE                          01785069000100090202 0000002 0003500002800000 0000000000000000000000 00005600000 N                     
RI209227520190202Q 000000000000RESE                          02209100000010090202 0000003 0001400001123400 0000000000000000000000 00003370200 N                     
RI209227520190202Q 000000000000RESE                          02399711206020090202 0000003 0001500001203600 0000000000000000000000 00003610800 N                     
RI209227520190202Q 000000000000RESE                          02799511204983190202 0000018 0001500001203600 0000000000000000000000 00021664801 N                     
RI209227520190202Q 000000000000RESE                          03091525313260890202 0000004 0001500001199900 0000000000000000000000 00004799600 N                     
RI209227520190202Q 000000000000RESE                          03199520370890090202 0000004 0001500001203600 0000000000000000000000 00004814400 N                     
RI209227520190202Q 000000000000RESE                          03299711286160190005 0000005 0002500002006000 0000000000000000000000 00010030001 N                     
RI209227520190202Q 000000000000RESE                          03499511205064290202 0000010 0001500001203600 0000000000000000000000 00012036000 N                     
RI209227520190202Q 000000000000RESE                          03588311206044490202 0000001 0001200000962900 0000000000000000000000 00000962900 N                     
RI209227520190202Q 000000000000RESE                          03688311206044290202 0000001 0001200000962900 0000000000000000000000 00000962900 N                     
RI209227520190202Q 000000000000RESE                          03788311206044690202 0000001 0001200000962900 0000000000000000000000 00000962900 N                     
RI209227520190202Q 000000000000RESE                          03888311206044890202 0000001 0001200000962900 0000000000000000000000 00000962900 N                     
RI209227520190202Q 000000000000RESE                          03988311206044390202 0000003 0001200000962900 0000000000000000000000 00002888700 N                     
RI209227520190202Q 000000000000RESE                          04188311206044190202 0000014 0001200000962900 0000000000000000000000 00013480599 N                     
RI209227520190202Q 000000000000RESE                          04299711248830090202 0000005 0001500001203600 0000000000000000000000 00006018000 N                     
RI209227520190202Q 000000000000RESE                          04309100000020090202 0000002 0001400001123400 0000000000000000000000 00002246800 N                     
RI209227520190202Q 000000000000RESE                          04473909094650090202 0000001 0001400001123400 0000000000000000000000 00001123400 N                     
RI209227520190202Q 000000000000RESE                          04502100000350090202 0000001 0002000001604800 0000000000000000000000 00001604800 N                     
RI209227520190202Q 000000000000RESE                          04699715910420290202 0000004 0001500001203600 0000000000000000000000 00004814400 N                     
RI209227520190202Q 000000000000RESE                          04796000252150190202 0000003 0002500002006000 0000000000000000000000 00006018000 N                     
RI209227520190202Q 000000000000RESE                          04893515929000190202 0000004 0001200000962900 0000000000000000000000 00003851600 N                     
RI209227520190202Q 000000000000RESE                          05093511206084090202 0000002 0001400001137200 0000000000000000000000 00002274400 N                     
RI209227520190202Q 000000000000RESE                          05493515941320390202 0000013 0001000000802400 0000000000000000000000 00010431200 N                     
RI209227520190202Q 000000000000RESE                          05693515921694690202 0000002 0001400001123400 0000000000000000000000 00002246800 N                     
RI209227520190202Q 000000000000RESE                          05885303901074190202 0000009 0001500001203600 0000000000000000000000 00010832400 N                     
RI209227520190202Q 000000000000RESE                          06099503917864290202 0000008 0002000001604800 0000000000000000000000 00012838400 N                     
RI209227520190202Q 000000000000RESE                          06299511221765490202 0000010 0001500001203600 0000000000000000000000 00012036000 N                     
RI209227520190202Q 000000000000RESE                          06493515928980290202 0000002 0001200000962900 0000000000000000000000 00001925800 N                     
RI209227520190202Q 000000000000RESE                          06698700414440190202 0000003 0001500001199900 0000000000000000000000 00003599700 N                     
RI209227520190202Q 000000000000RESE                          06799781141230090202 0000003 0001300001043100 0000000000000000000000 00003129300 N                     
RI209227520190202P 000000000000RESE                          10885300003000091125 0000010 0000500000397500 0000000000000000000000 00003975000 N                     
RI209227520190202P 000000000000RESE                          10999520380633790001 0000013 0000500000397500 0000000000000000000000 00005167500 N                     
