0074013400686716420161104123001290186000048CALC.ADRENAL.FIG.                       20161111                                                 
0074043800686716520161104122801303646000001SCOPR.LA FILOSOFIA 3                    20161111                                                 
0074045000686716620161104122601287400000001MANI DI FATA                            20161111                                                 
0074063100686716720161104122901302525000016ESPOSITORE BAZINGA                      20161111                                                 
0074121700686716820161104123101301681000002ZZ CARLINO LIBRI                        20161111                                                 
